,total_price
35975,36910627.46398121
35976,25196452.0
35977,10116885.458271872
35978,6521007.320336757
35979,1563811.8187491712
35980,1439262.878613476
35981,50792894.56269407
35982,10673092.682967037
35983,27479871.87361555
35984,5868689.653695409
35985,14400959.559222175
35986,9035286.764831843
35987,1631431.8621906058
35988,42499584.27173609
35989,8510295.87633061
35990,12996452.0
35991,1631450.9566819903
35992,130101023.8047392
35993,56590423.30899721
35994,7493026.53878188
35995,3359026.900298805
35996,940512.4093203684
35997,2636755.259842924
35998,6052712.803283532
35999,5596452.0
36000,1341327.9276493571
36001,9462927.057971073
36002,11815402.03862225
36003,940064.8024718241
36004,1506143.2141669085
36005,1713191.3447787922
36006,6521007.320336757
36007,38110565.467150986
36008,5240482.134723621
36009,7001274.450488048
36010,1796452.0
36011,762171.3664141439
36012,5152761.110618505
36013,5373050.207421086
36014,6521007.320336757
36015,11815506.609329455
36016,3549130.7797222687
36017,3359026.900298805
36018,21541826.20613656
36019,33061054.26565016
36020,7945319.336585392
36021,8510295.87633061
36022,2568016.884206207
36023,55615535.91826681
36024,4020198.199736588
36025,3704462.8527230895
36026,4020198.199736588
36027,7001229.733328252
36028,1766545.9462337915
36029,2954170.226662065
36030,3900503.835490426
36031,2105640.3092036783
36032,5732012.947185027
36033,3664956.0002860017
36034,2432519.97749979
36035,3510830.745759751
36036,45208894.72420682
36037,7294936.345266952
36038,2432519.97749979
36039,2990169.134646909
36040,5417455.734915347
36041,1796452.0
36042,1917953.254673936
36043,762582.5363097922
36044,4304422.119591867
36045,6521007.320336757
36046,8510346.798676338
36047,1979824.5263061319
36048,703792.3591278738
36049,3321452.0
36050,849104.6103390326
36051,6521007.320336757
36052,16110753.74402886
36053,11815404.362412335
36054,50792896.46006068
36055,21541826.20613656
36056,1451334.1081454959
36057,3359026.900298805
36058,2990101.9422798124
36059,4304371.181288745
36060,2776196.849854175
36061,3321452.0
36062,22257393.54604713
36063,4304371.181288745
36064,6521007.320336757
36065,100205851.55824152
36066,3787695.891408832
36067,36400319.19675123
36068,6332234.739194629
36069,48533217.30344164
36070,2432519.97749979
36071,7493026.53878188
36072,4721935.399593904
36073,5868689.653695409
36074,2776180.6679028864
36075,24453001.85088077
36076,6521007.320336757
36077,1648820.7548277813
36078,7493026.53878188
36079,9035286.764831843
36080,6663842.122762041
36081,9897249.90532717
36082,1796452.0
36083,3664956.0002860017
36084,7001937.442479122
36085,10673107.275434233
36086,1796456.2000018375
36087,15216108.454127038
36088,2432535.406386577
36089,14215022.259486707
36090,4141365.5234144605
36091,12996545.600114075
36092,2741082.621524468
36093,5961360.13735254
36094,3900503.835490426
36095,11239323.003502667
36096,7001243.3428882575
36097,2776180.6679028864
36098,3900512.566473183
36099,1235682.4845413263
36100,6145354.419774593
36101,4978904.509750296
36102,2846855.742828628
36103,6521007.320336757
36104,7001229.733328252
36105,2105670.219898622
36106,5732012.947185027
36107,24153838.144126885
36108,1163791.77484646
36109,3434629.6366403424
36110,2445949.792841771
36111,1562555.9491927398
36112,1083762.5431583691
36113,3359026.900298805
36114,12996528.800076801
36115,2990101.9422798124
36116,3900503.835490426
36117,2636755.259842924
36118,4595254.678002276
36119,1395401.5402226066
36120,762137.424949238
36121,2105640.3092036783
36122,24450214.59469858
36123,5777455.60638395
36124,3510888.1099874163
36125,16760271.908463765
36126,5596452.0
36127,5152761.110618505
36128,6711691.44069632
36129,4721935.399593904
36130,1562555.9491927398
36131,9570885.316206373
36132,1678029.0697191737
36133,7996131.480594058
36134,2234323.4385358067
36135,659458.4794363033
36136,6052645.302820528
36137,7493026.53878188
36138,2434512.6099004387
36139,2434326.06904382
36140,7001253.064008099
36141,15026653.785545602
36142,1039802.2508917385
36143,5152767.233119256
36144,61984474.46390476
36145,4721935.399593904
36146,3742909.843001042
36147,7793600.2456463175
36148,1506037.6978609685
36149,4721935.399593904
36150,6052645.302820528
36151,7996131.480594058
36152,2433168.021297665
36153,14215060.604396658
36154,5152761.110618505
36155,9035286.764831843
36156,1395401.5402226066
36157,3241868.420193251
36158,29828895.25804217
36159,1887290.549359459
36160,4189887.894064157
36161,13601132.428133605
36162,70907312.55228274
36163,7493026.53878188
36164,15789258.835204495
36165,4553294.89365591
36166,4060377.465119637
36167,27479871.87361555
36168,25468629.49596551
36169,13906917.892886356
36170,3742898.108430241
36171,6521120.213985084
36172,4721935.399593904
36173,1796452.0
36174,12165707.615952065
36175,27479871.87361555
36176,1422753.3495874496
36177,9570885.316206373
36178,826955.7668404528
36179,26711356.53009425
36180,6145376.728172609
36181,6238547.662930205
36182,24450227.95901797
36183,10118454.030361626
36184,1108523.8173477352
36185,3900520.503736188
36186,9570956.706212236
36187,1163791.77484646
36188,2169632.174236504
36189,5596478.100021025
36190,3821415.44809158
36191,1896466.0249421475
36192,3805666.1637758208
36193,308694126.22137886
36194,3510814.68383531
36195,18286768.28384347
36196,2918164.6960794367
36197,2602304.239851816
36198,601234.1658009761
36199,2432528.0273493384
36200,5868696.97271331
36201,29828866.68392341
36202,443099.521779563
36203,3359026.900298805
36204,54634673.86662602
36205,3587662.7652599867
36206,14838002.464346325
36207,9035292.068133233
36208,2169632.174236504
36209,4892697.308754643
36210,10116920.73094507
36211,2169636.034807669
36212,4553294.89365591
36213,14587722.965415113
36214,628075.5103283884
36215,5596452.0
36216,8510295.87633061
36217,1724996.5036335024
36218,5417455.734915347
36219,1654642.2452205732
36220,12401168.929123335
36221,6052645.302820528
36222,8666666.578155622
36223,1796482.0000937497
36224,3396751.204761955
36225,6052645.302820528
36226,14463123.65108947
36227,1979785.956386184
36228,2650594.4672790417
36229,11011639.469480127
36230,8510295.87633061
36231,38110565.467150986
36232,3348670.6099630427
36233,6052645.302820528
36234,2339265.626986724
36235,21116378.84931605
36236,9788052.681597697
36237,3565651.7827429287
36238,30626125.01828924
36239,25196452.0
36240,3742898.108430241
36241,3900503.835490426
36242,6521073.7282838365
36243,18759991.533181705
36244,4020198.199736588
36245,20134731.765315764
36246,2105640.3092036783
36247,65670683.57242856
36248,16214179.80483751
36249,1235682.4845413263
36250,3135839.6913398136
36251,1235686.641466036
36252,16219055.182595376
36253,2247344.9567386005
36254,1979785.956386184
36255,4304371.181288745
36256,2568016.884206207
36257,19302527.805208534
36258,5240482.134723621
36259,12996489.200018015
36260,1506064.0766717857
36261,1677964.7404109626
36262,601240.9963996995
36263,4935716.183393873
36264,13723183.618447935
36265,5596452.0
36266,631316159.971285
36267,1796498.200222337
36268,1026411.5767138164
36269,11239389.260794943
36270,987042.2861664842
36271,5152761.110618505
36272,987030.901894049
36273,9355386.43583914
36274,4020198.199736588
36275,2846860.0024072123
36276,2776203.181931281
36277,26406539.31187653
36278,3900503.835490426
36279,3626221.331602163
36280,3359026.900298805
36281,7098729.559851375
36282,6663842.122762041
36283,7793548.813915169
36284,1930250.696504297
36285,6521007.320336757
36286,3284027.1003012056
36287,23418227.98720649
36288,2432561.5684931027
36289,10673525.969878977
36290,3945041.23658488
36291,11239323.003502667
36292,826955.7668404528
36293,2602308.36417112
36294,39846926.63423362
36295,1158722.7519196456
36296,1093639.7841344029
36297,5328716.42865176
36298,44118448.31164321
36299,62593887.84475247
36300,2776180.6679028864
36301,14400959.559222175
36302,872409.3761708225
36303,14400959.559222175
36304,1341518.446430737
36305,2105647.9459620058
36306,20834315.11422577
36307,1108569.5871526385
36308,1395401.5402226066
36309,6521033.883487699
36310,1450354.853444759
36311,1856825.45196796
36312,4020198.199736588
36313,4304371.181288745
36314,7493026.53878188
36315,4721935.399593904
36316,4469778.573057575
36317,19443269.91881453
36318,5065554.586719652
36319,2486403.759454759
36320,3742898.108430241
36321,2299706.6208198383
36322,4892711.9129396975
36323,27479871.87361555
36324,762137.424949238
36325,8824005.535041088
36326,5240482.134723621
36327,289827389.57400984
36328,18084995.81999832
36329,1288074.6454228587
36330,3510814.68383531
36331,2990102.6647755182
36332,5240482.134723621
36333,2776180.6679028864
36334,639757.76355378
36335,20414076.840905946
36336,7743181.42406179
36337,6521007.320336757
36338,3510834.5700312993
36339,1303959.0564109287
36340,5596452.0
36341,12996797.601555195
36342,22545651.5382385
36343,2029784.179393576
36344,25950189.5928233
36345,5417455.734915347
36346,1185897.4939226024
36347,8510295.87633061
36348,894077.9057707677
36349,8510364.465636903
36350,7001255.980344955
36351,849077.4668644185
36352,6759654.34336867
36353,77365616.8263735
36354,2105640.3092036783
36355,4978914.01698701
36356,1288074.6454228587
36357,1450310.0461918327
36358,762450.5607142813
36359,1979785.956386184
36360,5242241.782414642
36361,7493026.53878188
36362,11815404.362412335
36363,21541826.20613656
36364,4304371.181288745
36365,1184229.4661918385
36366,7493026.53878188
36367,2105640.3092036783
36368,47045998.42256422
36369,33059805.45030997
36370,20553596.422978073
36371,7001229.733328252
36372,44299727.48746411
36373,21541826.20613656
36374,3510814.68383531
36375,4722778.014180399
36376,33884803.10242114
36377,13601147.051411593
36378,3067453.8324859138
36379,29828866.68392341
36380,894110.2090905205
36381,1314591.0790058274
36382,4386802.820635427
36383,3135839.6913398136
36384,762137.424949238
36385,1314591.0790058274
36386,7001251.11978376
36387,1711548.3762694509
36388,4141155.587698431
36389,5152761.110618505
36390,22257277.00723851
36391,6052645.302820528
36392,3742948.176022518
36393,179568356.15446898
36394,6521007.320336757
36395,38801997.715609305
36396,24450214.59469858
36397,4386809.43698057
36398,29828914.30745977
36399,5222896.914648921
36400,16760267.98545456
36401,2671369.1703311605
36402,7692925.837745317
36403,8510295.87633061
36404,10673092.682967037
36405,1887163.4324878482
36406,2846862.8421275374
36407,38110639.57203327
36408,4469778.573057575
36409,1163806.4879187942
36410,4553294.89365591
36411,4721939.642235254
36412,2886246.5682194512
36413,2432519.97749979
36414,7493026.53878188
36415,2432519.97749979
36416,6332222.530259423
36417,1034926.8058230493
36418,1796452.0
36419,58569048.31025504
36420,25950189.5928233
36421,1506034.330365953
36422,45209117.35349895
36423,5686701.538955403
36424,5596452.0
36425,13176923.853858728
36426,2678311.4319582246
36427,1796452.0
36428,12107082.755757647
36429,2234323.4385358067
36430,4227933.438394441
36431,9570899.377859864
36432,13479439.615743682
36433,3026304.469652791
36434,382414400.2965184
36435,987048.9270173062
36436,11815402.03862225
36437,2432520.6483202158
36438,3789939.7542576925
36439,3664987.0615622164
36440,4721948.127521931
36441,18084995.81999832
36442,11239323.003502667
36443,339560.3505599865
36444,1790465.9388168391
36445,2776180.6679028864
36446,62594193.04985052
36447,2846855.742828628
36448,8719338.827973654
36449,14838002.464346325
36450,2636755.259842924
36451,26711353.47068248
36452,206680997.5112804
36453,4428222.905897435
36454,6052645.302820528
36455,1288074.6454228587
36456,4020226.2762290575
36457,1551187.5756751942
36458,6711689.524449895
36459,15469958.473629424
36460,1677964.7404109626
36461,25196452.0
36462,34599734.02773683
36463,64639605.24376981
36464,9570885.316206373
36465,28489826.4010855
36466,2247344.9567386005
36467,18353993.68382934
36468,3900503.835490426
36469,18084995.81999832
36470,37252153.31572198
36471,9035286.764831843
36472,6521020.60190758
36473,3587596.48362388
36474,73039021.97113708
36475,4020205.4193995167
36476,435702226.9330082
36477,1713191.3447787922
36478,2776180.6679028864
36479,826955.7668404528
36480,6521007.320336757
36481,8510295.87633061
36482,1562594.6556540797
36483,1946134.177785476
36484,1826546.763074204
36485,3900503.835490426
36486,3510814.68383531
36487,318640.0517890355
36488,11815402.03862225
36489,1063938.6698715284
36490,4386828.45899225
36491,43396452.0
36492,3900505.422941327
36493,1341318.8044798924
36494,20553496.972195745
36495,3359026.900298805
36496,1034966.4724439228
36497,23711553.53071851
36498,1562555.9491927398
36499,1059263.6773422887
36500,10116885.458271872
36501,27479882.68402791
36502,1288659.9483071975
36503,3900544.315559217
36504,2776180.6679028864
36505,2432519.97749979
36506,39846924.88494804
36507,2776249.6173216915
36508,5240482.134723621
36509,43396452.0
36510,6521007.320336757
36511,56591517.09327876
36512,1796452.0
36513,1162419.728369472
36514,6052691.535986383
36515,4721935.399593904
36516,639760.1104687168
36517,2365774.4748755083
36518,6191895.342533473
36519,7996131.480594058
36520,19443269.91881453
36521,987022.3637255826
36522,2846868.5215712283
36523,22257277.00723851
36524,7001229.733328252
36525,11239323.003502667
36526,3135839.6913398136
36527,3457419.384074855
36528,2706148.694028225
36529,13297620.840985142
36530,9570885.316206373
36531,29670263.42641719
36532,5960422.853500215
36533,15292114.497552067
36534,17088258.445729833
36535,8824005.535041088
36536,7216309.743867079
36537,25196452.0
36538,5596452.0
36539,6238547.662930205
36540,33059805.45030997
36541,9570885.316206373
36542,11011639.469480127
36543,4721960.00693219
36544,151429777.870927
36545,5152761.110618505
36546,6711706.77067448
36547,5868692.398326754
36548,2499936.3172897883
36549,1948771.8908875056
36550,545658.2427849765
36551,4721935.399593904
36552,7098694.397530884
36553,4141166.124923592
36554,3135839.6913398136
36555,3742898.108430241
36556,8510295.87633061
36557,6191890.6828654995
36558,7996211.8513423875
36559,1979799.020360187
36560,13601142.176985007
36561,3246758.7566471463
36562,6521007.320336757
36563,3510814.68383531
36564,11815492.666550368
36565,1133545.8676566551
36566,2466144.710478668
36567,2990103.3872712865
36568,10898394.272018047
36569,2986862.175688858
36570,3589319.946500243
36571,37252153.31572198
36572,7743181.42406179
36573,6904250.446584392
36574,90833971.82484958
36575,23301241.84799472
36576,1108523.8173477352
36577,12996452.0
36578,2554347.943420744
36579,23711553.53071851
36580,22980547.329856746
36581,3664956.7768167774
36582,2466144.710478668
36583,5417455.734915347
36584,4553637.58059876
36585,3135839.6913398136
36586,25196452.0
36587,3789939.7542576925
36588,6904379.120629439
36589,25196452.0
36590,679442.6831399546
36591,3510814.68383531
36592,4603682.895447989
36593,13358151.2200697
36594,4721935.399593904
36595,3321497.000108001
36596,4386802.820635427
36597,4020265.583433962
36598,3742898.108430241
36599,7743181.42406179
36600,2776180.6679028864
36601,2339278.1928813863
36602,4304371.181288745
36603,396452.0
36604,940064.8024718241
36605,527752.4678535785
36606,4721935.399593904
36607,8510295.87633061
36608,4849809.390100185
36609,721526.2225662798
36610,1235836.29444686
36611,2954055.125904814
36612,3549559.9829491107
36613,367214.9936490925
36614,3900503.835490426
36615,2105751.679604465
36616,8510295.87633061
36617,4141184.767729551
36618,2776180.6679028864
36619,601257.3140966163
36620,7692925.837745317
36621,5240482.134723621
36622,22980547.329856746
36623,3285965.75248818
36624,1236051.9528674176
36625,5417455.734915347
36626,5855784.722069518
36627,6052645.302820528
36628,4263360.531058941
36629,3905938.2137780795
36630,12638288.64345356
36631,9733929.71183081
36632,6521021.5505915675
36633,23858675.90224554
36634,28724625.44310708
36635,1025317.4676176723
36636,3321452.0
36637,9570885.316206373
36638,849077.4668644185
36639,3587593.4007675936
36640,4052330.4161329567
36641,21541826.20613656
36642,10505169.912524333
36643,9035286.764831843
36644,39846924.88494804
36645,7493034.498682822
36646,22980547.329856746
36647,11239323.003502667
36648,14215011.127100045
36649,1713191.3447787922
36650,6521014.909804661
36651,2042359.977778381
36652,2706145.208342406
36653,76276179.91749455
36654,14838053.91896809
36655,5152831.956852808
36656,6527996.608192678
36657,5373021.810212164
36658,920235.8551727664
36659,12996693.200757515
36660,4304385.1482218765
36661,8510306.268637622
36662,396452.0
36663,13968353.829449698
36664,4133052.0
36665,7700575.54946785
36666,7001276.394714609
36667,1562596.363300499
36668,5596452.0
36669,8510330.17096018
36670,1273018.6659794592
36671,1163791.77484646
36672,18084995.81999832
36673,2432519.97749979
36674,21541830.475211546
36675,11239357.27449937
36676,2932502.0580216
36677,5152761.110618505
36678,5240482.134723621
36679,4721954.915755092
36680,5022145.214451163
36681,94312364.57592948
36682,1796473.0000459373
36683,6663842.122762041
36684,25950189.5928233
36685,8149230.445298223
36686,3348287.0104330173
36687,1562569.6102550004
36688,10116885.458271872
36689,12401165.385819508
36690,5022145.214451163
36691,4020198.199736588
36692,4721935.399593904
36693,2105640.3092036783
36694,4511469.381193267
36695,10673119.622911766
36696,10675410.725190695
36697,23711553.53071851
36698,4892705.899449902
36699,11239323.003502667
36700,38110565.467150986
36701,1064117.742091965
36702,720245.8525794281
36703,18084995.81999832
36704,4849820.523904515
36705,1796612.8026933698
36706,8510295.87633061
36707,2602304.239851816
36708,2954055.125904814
36709,538458.2572526999
36710,12697737.66963601
36711,9035286.764831843
36712,7996140.636741327
36713,2105649.218756051
36714,8510295.87633061
36715,7996153.862293707
36716,2234323.4385358067
36717,6238547.662930205
36718,3135880.1080131917
36719,10673092.682967037
36720,641886.1572742211
36721,10116885.458271872
36722,10116897.583248567
36723,703792.3591278738
36724,27094697.760643944
36725,12401164.204718307
36726,20134731.765315764
36727,8666666.578155622
36728,2299706.6208198383
36729,4304371.181288745
36730,1677965.9100264378
36731,6145354.419774593
36732,5240482.134723621
36733,1235682.4845413263
36734,4304371.181288745
36735,56590423.30899721
36736,3511045.6721022413
36737,1648820.7548277813
36738,1648820.7548277813
36739,4304371.181288745
36740,2706145.208342406
36741,2105640.3092036783
36742,28255675.08261581
36743,22257277.00723851
36744,13237200.444778776
36745,267162.6781186548
36746,10673092.682967037
36747,4967576.364199415
36748,5960439.409594635
36749,14963680.582235733
36750,11468582.23345632
36751,14838073.99883684
36752,39846924.88494804
36753,18085136.6924658
36754,16760325.522953926
36755,2671379.5788686117
36756,3135839.6913398136
36757,3359034.4302420323
36758,7996131.480594058
36759,13237223.38684295
36760,6521392.489665167
36761,3510814.68383531
36762,1163791.77484646
36763,9301773.246392136
36764,4892697.308754643
36765,7001229.733328252
36766,1506054.5353793427
36767,8510295.87633061
36768,1796523.400531035
36769,9897249.90532717
36770,1980516.3436981584
36771,14153210.040461974
36772,5868689.653695409
36773,5868696.97271331
36774,10841917.46657308
36775,25950189.5928233
36776,4304371.181288745
36777,8221015.409930786
36778,6521007.320336757
36779,101398798.81073359
36780,51744536.34849931
36781,27944484.00228801
36782,3284027.1003012056
36783,1973376626.2365038
36784,6616112.427156565
36785,16760267.98545456
36786,20134731.765315764
36787,3359026.900298805
36788,3626208.953541262
36789,5596452.0
36790,5152761.110618505
36791,20134731.765315764
36792,3137726.9801415512
36793,3742898.108430241
36794,9141670.056795437
36795,7793664.787590799
36796,7001266.6735836575
36797,20834281.34322309
36798,591103.8872398939
36799,12401164.204718307
36800,14838002.464346325
36801,2266928.99818182
36802,4978865.616574794
36803,4386819.361504812
36804,4721935.399593904
36805,9571002.136310322
36806,33802142.5342934
36807,11815453.162039913
36808,20037510.28768036
36809,18759991.533181705
36810,2299706.6208198383
36811,3033604.996429466
36812,8510295.87633061
36813,5328773.060626242
36814,2490288.0784333777
36815,6807742.069634254
36816,4345518.762538293
36817,987021.4150420949
36818,15001757.360836862
36819,2169632.174236504
36820,8510295.87633061
36821,7001274.450488048
36822,90834068.60730322
36823,1158722.7519196456
36824,954080.9532656495
36825,2932502.0580216
36826,120245348.040937
36827,987021.4150420949
36828,9570885.316206373
36829,2636755.259842924
36830,1506032.0853708796
36831,4721935.399593904
36832,3742941.917560599
36833,43396452.0
36834,28255675.08261581
36835,3135839.6913398136
36836,5065554.586719652
36837,1979818.305332494
36838,2042355.5727794662
36839,4603662.709734674
36840,6521023.447959679
36841,4020198.199736588
36842,2303336.4355686754
36843,7996167.087853562
36844,22257277.00723851
36845,15469977.565516494
36846,4807052.8285254985
36847,805089.8233399562
36848,20134731.765315764
36849,1163791.77484646
36850,2105897.4189997884
36851,1158722.7519196456
36852,3135839.6913398136
36853,18084995.81999832
36854,17418385.6893393
36855,1566361.1746372771
36856,3665889.432105079
36857,2244172.322594564
36858,6521007.320336757
36859,3900503.835490426
36860,13601231.135363234
36861,4553294.89365591
36862,1314591.0790058274
36863,3665576.466849642
36864,9897249.90532717
36865,9035286.764831843
36866,2105668.947099911
36867,1450310.0461918327
36868,3359026.900298805
36869,2432521.3191407104
36870,39846924.88494804
36871,5596452.0
36872,6521007.320336757
36873,2568030.566324464
36874,9570903.70452389
36875,2105640.3092036783
36876,660842.2342753282
36877,3457419.384074855
36878,5868689.653695409
36879,3359026.900298805
36880,1136022.3299913208
36881,29038695.32467917
36882,4978865.616574794
36883,10116885.458271872
36884,14215011.127100045
36885,3062662.0411519045
36886,3901249.1686286363
36887,1395444.048684762
36888,2568016.884206207
36889,17418392.313160375
36890,1979785.956386184
36891,65670683.57242856
36892,10680906.234502343
36893,4721935.399593904
36894,9141579.540571814
36895,7294944.232473242
36896,18964141.30708868
36897,70907130.11865474
36898,5196557.498886999
36899,14215011.127100045
36900,2776180.6679028864
36901,16760267.98545456
36902,4021467.325837997
36903,1766545.9462337915
36904,11011639.469480127
36905,805133.732739445
36906,22113577.22389888
36907,3900548.2842013496
36908,4304371.181288745
36909,23711560.87918812
36910,4305561.713765573
36911,1918052.2414261857
36912,16239962.83771878
36913,4721935.399593904
36914,1083762.5431583691
36915,15725222.717606725
36916,1832586.6643843225
36917,29038695.32467917
36918,6807736.29278306
36919,4721956.612813912
36920,5596452.0
36921,826977.3213943614
36922,18759991.533181705
36923,1194391.6374530876
36924,1506032.0853708796
36925,15469958.473629424
36926,2826667.6340015326
36927,24450214.59469858
36928,58072261.92953792
36929,2299706.6208198383
36930,3900503.835490426
36931,8876741.903112838
36932,10116886.560542276
36933,3135903.6232538517
36934,4304391.720901769
36935,3664960.659471524
36936,4141405.2414012887
36937,3321452.0
36938,1796452.0
36939,5596452.0
36940,26329847.78011247
36941,25724520.80396747
36942,1450362.5979623243
36943,5777448.326821941
36944,1184356.6815748378
36945,4060377.465119637
36946,5240482.134723621
36947,9355386.43583914
36948,1395401.5402226066
36949,1797652.1499875025
36950,23097315.46886461
36951,7996131.480594058
36952,20134776.278701104
36953,3136085.1336277
36954,11815402.03862225
36955,4553294.89365591
36956,1619875.0370583497
36957,7996131.480594058
36958,7196574.8560647415
36959,3172658.4780522212
36960,11815402.03862225
36961,3209629.724595746
36962,5597107.213249422
36963,6379239.801631235
36964,783492.9724556681
36965,16760274.523803405
36966,2636755.259842924
36967,3900503.835490426
36968,11011639.469480127
36969,1314591.0790058274
36970,339565.1804939861
36971,1059232.4217826505
36972,17817339.605339296
36973,9570885.316206373
36974,9440636.124540783
36975,5152761.110618505
36976,42499584.27173609
36977,762138.2734775876
36978,11239323.003502667
36979,20134731.765315764
36980,21116344.925156187
36981,8510309.38633057
36982,9035286.764831843
36983,5216516.789095229
36984,11353756.333932996
36985,1261771.2009909516
36986,12401233.889754305
36987,1591115.0417416245
36988,2247417.3032820104
36989,19443451.389097214
36990,2105640.3092036783
36991,3742912.189916755
36992,16110753.74402886
36993,3587594.9421956213
36994,1506048.3616142268
36995,56590423.30899721
36996,762137.424949238
36997,3782107.9080580086
36998,9570885.316206373
36999,12996452.0
37000,2706145.208342406
37001,29828866.68392341
37002,44118448.31164321
37003,5596470.900011025
37004,7996131.480594058
37005,1677964.7404109626
37006,3900503.835490426
37007,10673092.682967037
37008,26711353.47068248
37009,5342202.482868306
37010,27479992.33257684
37011,6052645.302820528
37012,263103279.60247973
37013,4020198.199736588
37014,1796473.0000459373
37015,1133511.2297181643
37016,5868846.0983885415
37017,2169632.174236504
37018,7001229.733328252
37019,19443269.91881453
37020,6052645.302820528
37021,1980883.441399388
37022,28255679.759153124
37023,43396452.0
37024,1506032.0853708796
37025,47045998.42256422
37026,3900503.835490426
37027,5240482.134723621
37028,5823007.3405258525
37029,475960.4971874738
37030,22257277.00723851
37031,12165736.95237487
37032,9035286.764831843
37033,1796452.0
37034,2042355.5727794662
37035,7176957.517510893
37036,2568016.884206207
37037,30626152.24484284
37038,6521007.320336757
37039,9570885.316206373
37040,5596452.0
37041,443099.521779563
37042,7493047.433528032
37043,5596498.8000676
37044,3135839.6913398136
37045,9570886.397871776
37046,27479908.93789245
37047,2299706.6208198383
37048,1288074.6454228587
37049,475960.4971874738
37050,762139.1220063614
37051,5868689.653695409
37052,15470004.29417176
37053,4553334.272872155
37054,12996452.0
37055,940064.8024718241
37056,2990170.579649968
37057,6257244.1858450165
37058,582410.4660021686
37059,37766414.47003716
37060,3135841.895880858
37061,22257281.32348702
37062,1798030.8595525878
37063,33059805.45030997
37064,3062662.0411519045
37065,4511469.381193267
37066,3900738.7806905117
37067,6521007.320336757
37068,15469958.473629424
37069,26864486.375489946
37070,7245698.413624651
37071,11815402.03862225
37072,6521007.320336757
37073,27590370.04811343
37074,7996131.480594058
37075,1917963.091781804
37076,987021.4150420949
37077,20134731.765315764
37078,5596484.4000324
37079,2568016.884206207
37080,7294936.345266952
37081,12996452.0
37082,5732012.947185027
37083,48907436.38750751
37084,1677964.7404109626
37085,4553327.570018458
37086,6521007.320336757
37087,4722869.661215804
37088,563875.4614174765
37089,30786421.597892705
37090,7001229.733328252
37091,9141564.63204662
37092,2432519.97749979
37093,3135839.6913398136
37094,8666666.578155622
37095,43229510.70590133
37096,871452.0
37097,33059920.472114146
37098,11815402.03862225
37099,1562555.9491927398
37100,14838002.464346325
37101,8719005.607927613
37102,2365774.4748755083
37103,4246994.714254473
37104,37253412.07651775
37105,954129.5904131705
37106,4553326.7321619885
37107,9141564.63204662
37108,5022145.214451163
37109,6521007.320336757
37110,5152788.224569538
37111,2990101.9422798124
37112,5328721.737890519
37113,1288365.170786329
37114,11011639.469480127
37115,4304371.181288745
37116,4469793.5574582135
37117,762137.424949238
37118,5373021.810212164
37119,14215011.127100045
37120,7001229.733328252
37121,12519464.618674055
37122,28491786.638719786
37123,3510885.0505535863
37124,1506032.0853708796
37125,22257328.80223923
37126,25950189.5928233
37127,1917939.7286812125
37128,25950189.5928233
37129,14587865.21462836
37130,3135839.6913398136
37131,12401164.204718307
37132,8303318.225613939
37133,13847997.395910354
37134,41609093.898450255
37135,35555114.305013746
37136,16499475.539074264
37137,6521007.320336757
37138,7294936.345266952
37139,1796452.0
37140,1314602.7928642507
37141,8098087.27378985
37142,441307.1780163482
37143,8510342.641746258
37144,4304371.181288745
37145,2776208.106883724
37146,3510814.68383531
37147,2169632.174236504
37148,4721935.399593904
37149,16760267.98545456
37150,6807739.181208448
37151,7196574.8560647415
37152,1649591.159309066
37153,1979785.956386184
37154,2156777.605607395
37155,1506032.0853708796
37156,408768648.80247456
37157,6523143.875400732
37158,5777448.326821941
37159,12048553.923287699
37160,19443269.91881453
37161,4428226.224933874
37162,7394054.382160832
37163,43396452.0
37164,411637.9660851515
37165,2776180.6679028864
37166,7196574.8560647415
37167,33884803.10242114
37168,33059805.45030997
37169,6332222.530259423
37170,9035286.764831843
37171,1917939.7286812125
37172,9570885.316206373
37173,7493026.53878188
37174,28255698.465304963
37175,25647799.31207761
37176,2636755.259842924
37177,4020199.0019211336
37178,3135839.6913398136
37179,3900503.835490426
37180,2107333.372973436
37181,1163791.77484646
37182,16239962.83771878
37183,18759991.533181705
37184,1506996.990180346
37185,8510295.87633061
37186,563875.4614174765
37187,1562555.9491927398
37188,1677964.7404109626
37189,17418389.663631845
37190,3359026.900298805
37191,396452.0
37192,1143777.632100834
37193,2365774.4748755083
37194,1979785.956386184
37195,639757.76355378
37196,3664957.5533476095
37197,1468406.087199387
37198,4553294.89365591
37199,1261771.2009909516
37200,7493026.53878188
37201,6807736.29278306
37202,6616661.601977194
37203,4020239.9134073374
37204,2778166.3755517146
37205,8303318.225613939
37206,14838002.464346325
37207,3742898.108430241
37208,11815402.03862225
37209,326363.34506151103
37210,4721935.399593904
37211,58569048.31025504
37212,8510295.87633061
37213,11815425.276530076
37214,4978865.616574794
37215,5596452.0
37216,7493026.53878188
37217,14164512.83417478
37218,3556811.599804758
37219,1314591.0790058274
37220,14215043.28733622
37221,940064.8024718241
37222,659458.4794363033
37223,7751645.404654043
37224,7793548.813915169
37225,19443388.149388503
37226,720276.4534656093
37227,1034953.41141432
37228,7196574.8560647415
37229,4721935.399593904
37230,5373021.810212164
37231,1341327.9276493571
37232,987026.1584633285
37233,3359047.9841549005
